,RACE2,Art,Business,Healthcare,Maintenance,Military,Production,Sales,Science,Services,Transport,% STEM
0,American Indian,0.09206404455273233,0.1084232509571876,0.037765402018795684,0.12695788374521405,0.0024364775495997215,0.06239122868082144,0.19865993734772017,0.02671423599025409,0.2572224155934563,0.08736512356421859,0.06447963800904977
1,Asian,0.10096582830808452,0.17709467078491936,0.09466097955581704,0.027768789527871745,0.002166985340981517,0.05204686963769182,0.1867039270480953,0.1543560327499142,0.15967053978526255,0.04456537726136196,0.24901701230573123
2,Black,0.09911391134093077,0.10638711782720016,0.05606456147396958,0.0550040162658768,0.003878206737286008,0.06610522616597218,0.2158052613082986,0.03215522867613836,0.2449357397459712,0.12055073045835635,0.08821979015010795
3,Hispanic,0.08189372137327226,0.1,0.03325361760771756,0.1371813059867861,0.003692594544201694,0.07145231243159986,0.20876737870374124,0.03140529366462649,0.23632199748692798,0.09603177820112684,0.06465891127234405
4,Native Alaskan,0.10230414746543778,0.09953917050691244,0.027188940092165898,0.14055299539170507,0.0027649769585253456,0.04976958525345622,0.2023041474654378,0.02488479262672811,0.24700460829493087,0.10368663594470046,0.05207373271889401
5,White,0.12775931080851813,0.17661474271567082,0.06406816510936705,0.0855582714916773,0.0030687809077370666,0.053460566911519826,0.2217478934040454,0.05991309702594522,0.14041852296362392,0.06739064866189527,0.12398126213531227
